carat,color,clarity,cut,price
0.51,G,VS2,SUPER IDEAL,920.00
0.51,G,VS2,SUPER IDEAL,920.00
0.52,G,VVS2,IDEAL,920.00
0.51,G,VS2,SUPER IDEAL,920.00
0.51,H,VS2,SUPER IDEAL,920.00
0.52,G,VVS2,SUPER IDEAL,920.00
0.51,H,VVS2,SUPER IDEAL,920.00
0.51,G,VS2,IDEAL,920.00
0.51,G,VS2,IDEAL,920.00
0.75,J,SI2,IDEAL,920.00
0.5,D,VS2,FAIR,920.00
0.5,D,VS2,VERY GOOD,920.00
0.5,D,VS2,IDEAL,920.00
0.52,G,VVS2,SUPER IDEAL,920.00
0.6,E,SI1,IDEAL,920.00
0.54,F,VS2,IDEAL,940.00
0.53,H,VS2,SUPER IDEAL,940.00
0.5,H,VS1,IDEAL,940.00
0.55,E,SI1,IDEAL,940.00
0.5,J,VS1,VERY GOOD,940.00
0.51,H,VS2,IDEAL,940.00
0.55,I,VS2,IDEAL,940.00
0.55,I,VS2,IDEAL,940.00
0.54,J,SI1,IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,H,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,H,VVS2,SUPER IDEAL,940.00
0.52,H,VS2,SUPER IDEAL,940.00
0.52,H,VS2,IDEAL,940.00
0.6,I,SI1,IDEAL,940.00
0.52,H,VS2,IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,H,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,G,VS2,SUPER IDEAL,940.00
0.52,H,SI1,SUPER IDEAL,940.00
0.52,H,SI1,SUPER IDEAL,940.00
0.52,H,VS2,VERY GOOD,940.00
0.52,H,SI1,IDEAL,940.00
0.52,H,SI1,SUPER IDEAL,940.00
0.52,H,VS2,SUPER IDEAL,940.00
0.52,G,VS2,VERY GOOD,940.00
0.6,D,SI1,VERY GOOD,940.00
0.52,G,VS2,IDEAL,940.00
0.52,H,VS2,IDEAL,940.00
0.54,G,VS2,SUPER IDEAL,940.00
0.5,D,SI1,GOOD,940.00
0.6,I,SI1,SUPER IDEAL,950.00
0.51,E,VVS1,IDEAL,950.00
0.59,I,VVS2,IDEAL,950.00
0.54,H,VS1,IDEAL,950.00
0.53,E,VS1,IDEAL,950.00
0.59,I,VS1,IDEAL,950.00
0.55,J,SI1,IDEAL,950.00
0.52,D,VS2,IDEAL,950.00
0.5,G,VS1,SUPER IDEAL,950.00
0.5,G,VS1,SUPER IDEAL,950.00
0.5,H,VS1,VERY GOOD,950.00
0.5,G,VS1,VERY GOOD,950.00
0.53,H,SI1,IDEAL,950.00
0.5,F,VS2,IDEAL,950.00
0.5,F,VS2,SUPER IDEAL,950.00
0.5,H,VS1,SUPER IDEAL,950.00
0.53,G,VS2,SUPER IDEAL,950.00
0.53,H,VS2,SUPER IDEAL,950.00
0.5,G,VS1,IDEAL,950.00
0.5,G,VS1,SUPER IDEAL,950.00
0.51,G,SI1,IDEAL,950.00
0.5,F,VS2,SUPER IDEAL,950.00
0.5,F,VS2,VERY GOOD,950.00
0.5,F,VS2,IDEAL,950.00
0.53,G,VS2,SUPER IDEAL,950.00
0.51,G,SI1,SUPER IDEAL,950.00
0.51,G,SI1,SUPER IDEAL,950.00
0.53,H,SI1,SUPER IDEAL,950.00
0.5,H,VS1,SUPER IDEAL,950.00
0.5,F,VS2,IDEAL,950.00
0.5,G,VS1,SUPER IDEAL,950.00
0.5,G,VS1,VERY GOOD,950.00
0.53,G,VS2,SUPER IDEAL,950.00
0.5,F,VS2,IDEAL,950.00
0.5,F,VS2,VERY GOOD,950.00
0.51,D,VS2,IDEAL,950.00
0.51,D,VS2,IDEAL,950.00
0.51,G,SI1,IDEAL,950.00
0.53,G,VS2,SUPER IDEAL,950.00
0.53,G,VS2,SUPER IDEAL,950.00
0.5,G,VS1,IDEAL,950.00
0.63,J,VS1,IDEAL,960.00
0.51,J,VS1,VERY GOOD,960.00
0.56,J,SI1,IDEAL,960.00
0.54,I,VS1,IDEAL,960.00
0.63,J,VS1,IDEAL,960.00
0.57,I,VVS2,IDEAL,960.00
0.57,I,VVS2,IDEAL,960.00
0.57,I,VVS2,IDEAL,960.00
0.57,H,SI1,IDEAL,960.00
0.57,H,SI1,IDEAL,960.00
0.59,I,VVS2,SUPER IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.54,G,VVS2,IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.54,G,VVS2,IDEAL,960.00
0.5,F,SI1,SUPER IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.54,G,VVS2,SUPER IDEAL,960.00
0.5,F,SI1,IDEAL,960.00
0.52,D,VVS1,IDEAL,960.00
0.52,D,VVS1,IDEAL,960.00
0.52,D,VVS1,IDEAL,960.00
0.62,I,SI1,IDEAL,960.00
0.52,G,SI1,SUPER IDEAL,960.00
0.59,H,VS1,SUPER IDEAL,960.00
0.55,I,VS2,SUPER IDEAL,960.00
0.6,I,VVS2,IDEAL,970.00
0.6,I,VVS2,IDEAL,970.00
0.6,I,VVS2,IDEAL,970.00
0.64,H,VS2,VERY GOOD,970.00
0.5,G,VVS2,GOOD,970.00
0.5,J,VVS2,IDEAL,970.00
0.53,H,SI1,IDEAL,970.00
0.5,F,SI1,IDEAL,970.00
0.64,H,VS2,IDEAL,970.00
0.58,H,SI1,IDEAL,970.00
0.51,F,SI1,SUPER IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.55,G,VVS2,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,G,VS1,IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,F,VS2,IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,G,VS2,IDEAL,970.00
0.6,I,VVS2,IDEAL,970.00
0.6,I,VVS2,IDEAL,970.00
0.6,I,VVS2,IDEAL,970.00
0.64,H,VS2,VERY GOOD,970.00
0.5,G,VVS2,GOOD,970.00
0.5,J,VVS2,IDEAL,970.00
0.53,H,SI1,IDEAL,970.00
0.5,F,SI1,IDEAL,970.00
0.64,H,VS2,IDEAL,970.00
0.58,H,SI1,IDEAL,970.00
0.51,F,SI1,SUPER IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.55,G,VVS2,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,G,VS1,IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,H,VS2,SUPER IDEAL,970.00
0.51,F,VS2,IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.54,G,VS2,IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.51,F,SI1,IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,G,VS1,IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,F,VS2,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.51,H,VS1,SUPER IDEAL,970.00
0.51,G,VS1,SUPER IDEAL,970.00
0.7,I,SI2,IDEAL,970.00
0.7,I,SI2,IDEAL,970.00
0.7,J,SI1,IDEAL,970.00
0.7,I,SI2,IDEAL,970.00
0.7,I,SI2,VERY GOOD,970.00
0.7,I,SI2,VERY GOOD,970.00
0.53,D,VVS1,IDEAL,970.00
0.73,J,SI2,IDEAL,980.00
0.5,D,VS2,VERY GOOD,980.00
0.5,D,VS2,IDEAL,980.00
0.5,D,VS2,IDEAL,980.00
0.5,D,VS2,VERY GOOD,980.00
0.55,G,VVS2,IDEAL,980.00
0.56,H,VS2,IDEAL,980.00
0.51,G,VS2,IDEAL,980.00
0.55,H,VVS2,IDEAL,980.00
0.55,J,VS2,IDEAL,980.00
0.53,J,VS1,SUPER IDEAL,980.00
0.62,I,SI1,IDEAL,980.00
0.58,I,VS2,IDEAL,980.00
0.58,I,VS2,IDEAL,980.00
0.55,I,SI1,IDEAL,980.00
0.59,H,SI1,IDEAL,980.00
0.5,E,VS1,IDEAL,980.00
0.52,H,VS1,IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,H,VS1,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,H,VS1,SUPER IDEAL,980.00
0.5,H,VVS2,IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,H,VS1,IDEAL,980.00
0.56,G,VVS2,IDEAL,980.00
0.6,I,VVS2,IDEAL,980.00
0.52,H,VS1,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.6,I,VVS2,IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.56,G,VVS2,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.52,H,VS1,SUPER IDEAL,980.00
0.55,G,VS2,SUPER IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.52,H,VS1,SUPER IDEAL,980.00
0.52,G,VS1,IDEAL,980.00
0.52,F,VS2,SUPER IDEAL,980.00
0.55,H,VVS2,SUPER IDEAL,980.00
0.52,G,VS1,SUPER IDEAL,980.00
0.55,G,VS2,IDEAL,980.00
0.8,J,SI2,IDEAL,980.00
0.71,I,SI2,IDEAL,980.00
0.71,I,SI2,IDEAL,980.00
0.71,I,SI2,SUPER IDEAL,980.00
0.71,I,SI2,IDEAL,980.00
0.71,J,SI1,IDEAL,980.00
0.5,D,VS1,VERY GOOD,980.00
0.53,D,VS2,IDEAL,980.00
0.5,D,VS1,GOOD,980.00
0.75,J,SI2,IDEAL,990.00
0.56,G,VVS2,IDEAL,990.00
0.53,F,VS1,IDEAL,990.00
0.56,G,VVS2,IDEAL,990.00
0.5,E,SI2,VERY GOOD,990.00
0.5,E,SI2,VERY GOOD,990.00
0.58,I,VVS1,IDEAL,990.00
0.5,H,VVS2,IDEAL,990.00
0.5,E,VS2,IDEAL,990.00
0.51,H,VVS2,SUPER IDEAL,990.00
0.51,H,VVS2,SUPER IDEAL,990.00
0.53,G,VS1,SUPER IDEAL,990.00
0.51,H,VVS2,SUPER IDEAL,990.00
0.53,G,VS1,SUPER IDEAL,990.00
0.51,H,VVS2,SUPER IDEAL,990.00
0.53,F,VS2,SUPER IDEAL,990.00
0.53,G,VS1,SUPER IDEAL,990.00
0.52,F,SI1,IDEAL,990.00
0.53,G,VS1,IDEAL,990.00
0.54,G,SI1,SUPER IDEAL,990.00
0.53,F,VS2,IDEAL,990.00
0.52,D,VVS2,IDEAL,990.00
0.52,D,VVS2,IDEAL,990.00
0.52,D,VVS2,IDEAL,990.00
0.53,H,VS1,IDEAL,990.00
0.52,D,VVS2,IDEAL,990.00
0.51,D,VS2,IDEAL,1000.00
0.5,F,VVS2,VERY GOOD,1000.00
0.51,D,VS2,IDEAL,1000.00
0.51,D,VS2,IDEAL,1000.00
0.51,D,VS2,IDEAL,1000.00
0.51,D,VS2,IDEAL,1000.00
0.51,D,VS2,IDEAL,1000.00
0.63,I,VVS2,IDEAL,1000.00
0.51,J,VVS1,VERY GOOD,1000.00
0.5,H,VS2,IDEAL,1000.00
0.5,H,VS2,IDEAL,1000.00
0.5,H,VS2,IDEAL,1000.00
0.5,H,VS2,IDEAL,1000.00
0.5,H,VS2,SUPER IDEAL,1000.00
0.5,H,VS2,IDEAL,1000.00
0.55,D,SI2,SUPER IDEAL,1000.00
0.57,I,VS1,IDEAL,1000.00
0.59,I,VVS1,IDEAL,1000.00
0.59,I,VVS1,IDEAL,1000.00
0.55,D,VS2,SUPER IDEAL,1000.00
0.56,G,VS2,IDEAL,1000.00
0.57,G,VVS2,IDEAL,1000.00
0.62,I,VVS2,IDEAL,1000.00
0.56,H,VS2,IDEAL,1000.00
0.56,G,VS2,SUPER IDEAL,1000.00
0.51,E,VS2,SUPER IDEAL,1000.00
0.56,H,VVS2,SUPER IDEAL,1000.00
0.51,E,VS2,SUPER IDEAL,1000.00
0.51,F,VVS2,IDEAL,1000.00
0.56,H,SI1,IDEAL,1000.00
0.51,D,VS1,IDEAL,1000.00
0.51,D,VS1,IDEAL,1000.00
0.51,D,VS1,IDEAL,1000.00
0.53,D,VVS2,IDEAL,1000.00
0.54,H,VS1,IDEAL,1000.00
0.59,F,SI1,IDEAL,1000.00
0.51,D,VS1,VERY GOOD,1000.00
0.53,H,VS1,IDEAL,1000.00
0.53,G,SI1,VERY GOOD,1000.00
0.74,I,SI2,IDEAL,1010.00
0.64,I,VVS2,IDEAL,1010.00
0.52,D,VS2,IDEAL,1010.00
0.52,D,VS2,IDEAL,1010.00
0.62,H,VVS2,IDEAL,1010.00
0.62,H,VVS2,IDEAL,1010.00
0.53,G,VS2,IDEAL,1010.00
0.51,H,VS2,IDEAL,1010.00
0.6,I,VS2,IDEAL,1010.00
0.56,H,SI1,SUPER IDEAL,1010.00
0.5,H,VVS1,IDEAL,1010.00
0.57,G,VS2,SUPER IDEAL,1010.00
0.5,F,VS1,IDEAL,1010.00
0.54,G,VS1,SUPER IDEAL,1010.00
0.52,H,VVS2,SUPER IDEAL,1010.00
0.57,G,VS2,SUPER IDEAL,1010.00
0.54,G,VS1,SUPER IDEAL,1010.00
0.5,F,VS1,VERY GOOD,1010.00
0.57,G,VS2,SUPER IDEAL,1010.00
0.52,H,VVS2,SUPER IDEAL,1010.00
0.54,G,VS1,IDEAL,1010.00
0.63,I,VVS2,IDEAL,1010.00
0.54,H,VS1,SUPER IDEAL,1010.00
0.54,F,VS2,SUPER IDEAL,1010.00
0.57,G,VS2,SUPER IDEAL,1010.00
0.52,H,VVS2,SUPER IDEAL,1010.00
0.5,F,VS1,SUPER IDEAL,1010.00
0.5,F,VS1,SUPER IDEAL,1010.00
0.57,H,SI1,SUPER IDEAL,1010.00
0.54,H,VS1,VERY GOOD,1010.00
0.54,F,VS2,SUPER IDEAL,1010.00
0.65,I,VS1,VERY GOOD,1010.00
0.52,D,VS1,IDEAL,1010.00
0.52,D,VS1,IDEAL,1010.00
0.55,D,VS2,IDEAL,1010.00
0.7,I,SI2,IDEAL,1020.00
0.7,H,SI2,IDEAL,1020.00
0.7,H,SI2,VERY GOOD,1020.00
0.7,H,SI2,IDEAL,1020.00
0.65,H,VS1,IDEAL,1020.00
0.7,H,SI2,IDEAL,1020.00
0.7,H,SI2,IDEAL,1020.00
0.7,J,SI1,IDEAL,1020.00
0.7,I,SI2,IDEAL,1020.00
0.7,I,SI2,IDEAL,1020.00
0.51,G,VS1,IDEAL,1020.00
0.51,G,VS1,IDEAL,1020.00
0.5,G,VVS2,IDEAL,1020.00
0.52,J,VVS1,IDEAL,1020.00
0.52,E,SI2,VERY GOOD,1020.00
0.54,I,SI1,VERY GOOD,1020.00
0.55,G,SI1,SUPER IDEAL,1020.00
0.51,H,VVS1,IDEAL,1020.00
0.51,H,VVS1,IDEAL,1020.00
0.52,H,VVS2,IDEAL,1020.00
0.55,G,VS1,SUPER IDEAL,1020.00
0.51,F,VS1,SUPER IDEAL,1020.00
0.51,F,VS1,IDEAL,1020.00
0.58,H,VVS2,IDEAL,1020.00
0.51,F,VS1,IDEAL,1020.00
0.55,G,VS1,SUPER IDEAL,1020.00
0.58,G,VS2,SUPER IDEAL,1020.00
0.52,F,VVS2,IDEAL,1020.00
0.51,F,VS1,SUPER IDEAL,1020.00
0.59,G,VVS2,IDEAL,1020.00
0.51,F,VS1,SUPER IDEAL,1020.00
0.51,F,VS1,SUPER IDEAL,1020.00
0.52,F,VVS2,SUPER IDEAL,1020.00
0.7,H,SI2,VERY GOOD,1020.00
0.7,H,SI2,VERY GOOD,1020.00
0.56,D,VVS1,IDEAL,1020.00
0.56,D,VVS1,IDEAL,1020.00
0.54,D,VVS2,IDEAL,1020.00
0.76,I,SI2,IDEAL,1030.00
0.71,I,SI2,IDEAL,1030.00
0.71,I,SI2,IDEAL,1030.00
0.5,D,VS1,IDEAL,1030.00
0.71,H,SI2,IDEAL,1030.00
0.53,D,VS2,IDEAL,1030.00
0.53,D,VS2,IDEAL,1030.00
0.71,H,SI2,IDEAL,1030.00
0.71,H,SI2,IDEAL,1030.00
0.5,D,VS1,IDEAL,1030.00
0.5,D,VS1,IDEAL,1030.00
0.5,D,VS1,IDEAL,1030.00
0.5,D,VS1,IDEAL,1030.00
0.54,F,SI1,IDEAL,1030.00
0.54,F,SI1,IDEAL,1030.00
0.57,D,VVS1,IDEAL,1030.00
0.55,D,VVS2,IDEAL,1030.00
0.55,D,VVS2,IDEAL,1030.00
0.53,D,VS1,IDEAL,1030.00
0.61,I,VS2,SUPER IDEAL,1030.00
0.72,I,SI2,IDEAL,1050.00
0.54,D,VS2,IDEAL,1050.00
0.61,G,VS1,IDEAL,1050.00
0.77,J,SI1,IDEAL,1050.00
0.72,H,SI2,IDEAL,1050.00
0.72,H,SI2,IDEAL,1050.00
0.51,G,VVS2,IDEAL,1050.00
0.6,H,VS2,VERY GOOD,1050.00
0.6,H,VS2,IDEAL,1050.00
0.56,I,SI1,IDEAL,1050.00
0.53,H,VS2,IDEAL,1050.00
0.6,I,VS1,IDEAL,1050.00
0.56,G,SI1,IDEAL,1050.00
0.5,H,VS1,IDEAL,1050.00
0.54,E,SI2,VERY GOOD,1050.00
0.5,H,VS1,IDEAL,1050.00
0.5,H,VS1,VERY GOOD,1050.00
0.5,H,VS1,IDEAL,1050.00
0.5,H,VS1,IDEAL,1050.00
0.5,H,VS1,IDEAL,1050.00
0.51,G,VS1,IDEAL,1050.00
0.54,H,VVS2,SUPER IDEAL,1050.00
0.65,I,VVS2,IDEAL,1050.00
0.57,G,SI1,IDEAL,1050.00
0.52,F,VS1,IDEAL,1050.00
0.52,F,VS1,SUPER IDEAL,1050.00
0.53,F,VVS2,IDEAL,1050.00
0.53,F,VVS2,SUPER IDEAL,1050.00
0.56,G,VS1,VERY GOOD,1050.00
0.56,G,VS1,SUPER IDEAL,1050.00
0.59,H,SI1,IDEAL,1050.00
0.59,G,VS2,IDEAL,1050.00
0.52,F,VS1,SUPER IDEAL,1050.00
0.56,G,VS1,IDEAL,1050.00
0.52,F,VS1,SUPER IDEAL,1050.00
0.54,H,VVS2,IDEAL,1050.00
0.52,F,VS1,SUPER IDEAL,1050.00
0.72,H,SI2,IDEAL,1050.00
0.51,D,VS1,IDEAL,1060.00
0.53,G,VS1,IDEAL,1060.00
0.51,I,VS1,IDEAL,1060.00
0.51,I,VS1,IDEAL,1060.00
0.55,F,SI1,IDEAL,1060.00
0.52,H,SI1,VERY GOOD,1060.00
0.51,F,VS2,IDEAL,1060.00
0.61,I,VS1,IDEAL,1060.00
0.57,G,VS1,SUPER IDEAL,1060.00
0.5,E,VS1,IDEAL,1060.00
0.6,H,VS2,SUPER IDEAL,1060.00
0.5,E,VS1,SUPER IDEAL,1060.00
0.54,F,VVS2,IDEAL,1060.00
0.58,G,SI1,SUPER IDEAL,1060.00
0.5,E,VS1,IDEAL,1060.00
0.6,G,VS2,IDEAL,1060.00
0.57,G,VS1,SUPER IDEAL,1060.00
0.5,E,VS1,VERY GOOD,1060.00
0.78,I,SI2,IDEAL,1060.00
0.56,D,VVS2,IDEAL,1060.00
0.56,D,VVS2,IDEAL,1060.00
0.57,H,VS1,IDEAL,1060.00
0.57,H,VS1,IDEAL,1060.00
0.6,G,VS2,IDEAL,1060.00
0.6,G,VS2,IDEAL,1060.00
0.61,G,VVS2,IDEAL,1070.00
0.61,G,VVS2,IDEAL,1070.00
0.59,D,VS1,IDEAL,1070.00
0.54,F,VS2,IDEAL,1070.00
0.57,G,VS2,VERY GOOD,1070.00
0.57,G,VS2,IDEAL,1070.00
0.5,I,VVS2,IDEAL,1070.00
0.5,I,VVS2,GOOD,1070.00
0.5,H,SI1,GOOD,1070.00
0.64,I,VS2,IDEAL,1070.00
0.51,H,VS1,IDEAL,1070.00
0.56,F,SI1,IDEAL,1070.00
0.55,H,VVS2,IDEAL,1070.00
0.55,D,SI1,IDEAL,1070.00
0.59,G,SI1,SUPER IDEAL,1070.00
0.57,H,VS1,SUPER IDEAL,1070.00
0.51,E,VS1,SUPER IDEAL,1070.00
0.51,E,VS1,SUPER IDEAL,1070.00
0.57,H,VS1,SUPER IDEAL,1070.00
0.51,E,VS1,SUPER IDEAL,1070.00
0.59,G,SI1,IDEAL,1070.00
0.7,J,VS2,IDEAL,1080.00
0.7,J,VS2,IDEAL,1080.00
0.52,D,VS1,IDEAL,1080.00
0.7,J,VS2,IDEAL,1080.00
0.56,E,SI2,VERY GOOD,1080.00
0.5,G,VS2,IDEAL,1080.00
0.5,G,VS2,IDEAL,1080.00
0.58,G,SI1,IDEAL,1080.00
0.52,G,VVS2,IDEAL,1080.00
0.52,G,VVS2,IDEAL,1080.00
0.52,G,VVS2,IDEAL,1080.00
0.54,F,VS1,SUPER IDEAL,1080.00
0.54,F,VS1,IDEAL,1080.00
0.58,F,VS2,SUPER IDEAL,1080.00
0.58,H,VS1,SUPER IDEAL,1080.00
0.56,H,VVS2,SUPER IDEAL,1080.00
0.58,G,VS1,SUPER IDEAL,1080.00
0.58,H,VS1,SUPER IDEAL,1080.00
0.58,H,VS1,SUPER IDEAL,1080.00
0.61,H,VS2,IDEAL,1080.00
0.55,F,VVS2,IDEAL,1080.00
0.8,I,SI2,IDEAL,1080.00
0.54,G,VS1,IDEAL,1080.00
0.62,H,VS2,IDEAL,1080.00
0.65,I,VS2,IDEAL,1090.00
0.71,J,VS2,IDEAL,1090.00
0.58,G,VS2,IDEAL,1090.00
0.51,F,VVS2,VERY GOOD,1090.00
0.55,H,VS2,IDEAL,1090.00
0.55,H,VS2,IDEAL,1090.00
0.64,J,VS2,IDEAL,1090.00
0.55,H,VVS1,IDEAL,1090.00
0.56,D,VS1,SUPER IDEAL,1090.00
0.62,G,VS2,IDEAL,1090.00
0.52,E,VS1,SUPER IDEAL,1090.00
0.6,G,SI1,IDEAL,1090.00
0.55,E,SI1,SUPER IDEAL,1090.00
0.62,G,VS2,SUPER IDEAL,1090.00
0.52,E,VS1,SUPER IDEAL,1090.00
0.62,H,SI1,SUPER IDEAL,1090.00
0.59,G,VS1,SUPER IDEAL,1090.00
0.58,D,VVS2,IDEAL,1090.00
0.56,D,VS1,IDEAL,1090.00
0.74,I,SI2,IDEAL,1090.00
0.69,I,VVS2,IDEAL,1090.00
0.56,H,VVS1,IDEAL,1090.00
0.68,I,VVS2,IDEAL,1090.00
0.6,G,SI1,VERY GOOD,1090.00
0.56,H,VS2,SUPER IDEAL,1100.00
0.52,H,SI1,IDEAL,1100.00
0.5,G,SI1,GOOD,1100.00
0.56,H,VS2,IDEAL,1100.00
0.56,H,VS2,IDEAL,1100.00
0.51,G,VS2,IDEAL,1100.00
0.56,H,VVS1,VERY GOOD,1100.00
0.61,G,SI1,SUPER IDEAL,1100.00
0.61,G,SI1,SUPER IDEAL,1100.00
0.55,F,VS1,SUPER IDEAL,1100.00
0.59,H,VS1,IDEAL,1100.00
0.59,D,VVS2,IDEAL,1100.00
0.61,D,VS2,IDEAL,1100.00
0.7,J,VS1,IDEAL,1110.00
0.7,J,VS1,IDEAL,1110.00
0.7,I,SI1,IDEAL,1110.00
0.65,H,VS2,IDEAL,1110.00
0.61,F,VVS2,IDEAL,1110.00
0.54,I,VS1,IDEAL,1110.00
0.51,G,SI1,IDEAL,1110.00
0.51,H,VVS2,IDEAL,1110.00
0.7,H,SI2,IDEAL,1110.00
0.7,H,SI2,IDEAL,1110.00
0.7,H,SI2,IDEAL,1110.00
0.7,H,SI2,IDEAL,1110.00
0.54,G,VVS2,IDEAL,1110.00
0.84,J,SI2,IDEAL,1110.00
0.7,H,SI2,IDEAL,1110.00
0.7,H,SI2,VERY GOOD,1110.00
0.54,G,VVS2,IDEAL,1110.00
0.6,F,VS2,SUPER IDEAL,1110.00
0.56,F,VS1,SUPER IDEAL,1110.00
0.7,I,SI1,IDEAL,1110.00
0.56,G,VS1,IDEAL,1110.00
0.7,D,SI2,VERY GOOD,1110.00
0.78,H,SI2,IDEAL,1120.00
0.78,H,SI2,IDEAL,1120.00
0.78,H,SI2,IDEAL,1120.00
0.78,H,SI2,IDEAL,1120.00
0.79,I,SI2,IDEAL,1120.00
0.71,J,VS1,IDEAL,1120.00
0.71,J,VS1,IDEAL,1120.00
0.71,I,SI1,IDEAL,1120.00
0.57,G,VS1,IDEAL,1120.00
0.57,G,VS1,IDEAL,1120.00
0.53,H,SI1,SUPER IDEAL,1120.00
0.54,H,VS1,IDEAL,1120.00
0.54,H,VS1,IDEAL,1120.00
0.5,F,SI1,GOOD,1120.00
0.71,H,SI2,IDEAL,1120.00
0.71,H,SI2,IDEAL,1120.00
0.6,F,SI1,IDEAL,1120.00
0.61,G,VS1,SUPER IDEAL,1120.00
0.71,I,SI1,IDEAL,1120.00
0.71,I,SI1,VERY GOOD,1120.00
0.58,D,VS1,IDEAL,1120.00
0.65,G,VVS2,IDEAL,1120.00
0.79,H,SI2,IDEAL,1130.00
0.79,H,SI2,IDEAL,1130.00
0.7,J,VVS2,IDEAL,1130.00
0.7,J,SI1,IDEAL,1130.00
0.7,J,SI1,IDEAL,1130.00
0.7,J,SI1,IDEAL,1130.00
0.58,H,VS2,IDEAL,1130.00
0.5,F,VS2,IDEAL,1130.00
0.5,F,VS2,IDEAL,1130.00
0.5,G,VS1,IDEAL,1130.00
0.5,G,VS1,IDEAL,1130.00
0.6,H,VVS2,IDEAL,1130.00
0.6,H,VVS2,IDEAL,1130.00
0.63,G,SI1,IDEAL,1130.00
0.57,F,VS1,SUPER IDEAL,1130.00
0.57,F,VS1,SUPER IDEAL,1130.00
0.59,D,VS1,IDEAL,1130.00
0.63,D,VS2,IDEAL,1130.00
0.57,F,VS2,IDEAL,1130.00
0.63,G,SI1,SUPER IDEAL,1130.00
0.65,G,VS2,SUPER IDEAL,1130.00
0.56,D,VVS1,IDEAL,1130.00
